FeCoNi
strain_r: 0.001
temperature: 300
element: Co, Fe, Ni
ratio:100,100,100
structure: fcc
data:
Fe,Co,Ni
12.09,11.12,10.94
26.375,262.89,199.1
8.9429,101.66,76.0
Start of Predicted Data
psA,psB,psC,Co,Fe,Ni,V_ave,b_ave,E_ave,mu_ave,nu_ave,sum_cnVn^2_b6,tau_y0,Delta_Eb,Delta_sigma_ss
0.05,0.35,0.6,0.05,0.35,0.6,11.3515,2.5226446815720465,141.83575,53.813015,0.3178573064527235,0.0011453152550106281,50.874257197939656,0.6796877511552262,43.330755535341694
0.05,0.4,0.55,0.05,0.4,0.55,11.409000000000002,2.5268969196032467,133.19950000000003,50.46016,0.31984817329156323,0.0011933251233099467,49.3190995042132,0.6513178007355686,38.86612655789161
0.05,0.45,0.5,0.05,0.45,0.5,11.466500000000002,2.5311348943472485,124.56325,47.107305,0.32212243939660734,0.0012151705115618211,46.91843110565838,0.6168935541972105,33.044706252744156
0.05,0.5,0.45,0.05,0.5,0.45,11.524000000000003,2.5353587248139973,115.927,43.75445,0.324745254482687,0.0012116255937685944,43.8353025157184,0.577550354762069,26.235384712949273
0.05,0.55,0.4,0.05,0.55,0.4,11.581500000000002,2.5395685284325547,107.29075,40.401595,0.3278033948907215,0.0011834416104810211,40.21143121259909,0.5341980755452378,18.781333594833256
0.05,0.6,0.35,0.05,0.6,0.35,11.639000000000001,2.543764421079834,98.6545,37.04874,0.33141504947266753,0.0011313476210813981,36.17288584447729,0.48759299214019586,11.009777787566602
0.05,0.65,0.3,0.05,0.65,0.3,11.6965,2.54794651710867,90.01825,33.695885,0.3357454478491959,0.001056051228424133,31.833832438164055,0.43838159110595737,3.2412230329971865
0.05,0.7,0.25,0.05,0.7,0.25,11.754,2.5521149293752448,81.382,30.34303,0.3410328500482649,0.0009582392769661265,27.298931170725968,0.38712522267801147,-4.199941506988897
0.05,0.75,0.2,0.05,0.75,0.2,11.8115,2.5562697692658896,72.74575,26.990175,0.3476339075237562,0.0008385785254680932,22.664463393538803,0.3343059543139834,-10.970241214774555
0.05,0.8,0.15,0.05,0.8,0.15,11.869000000000002,2.560411146723283,64.1095,23.63732,0.3561076297989789,0.0006977162952991402,18.017526494735936,0.28030078798337177,-16.679777957377464
0.05,0.85,0.1,0.05,0.85,0.1,11.9265,2.5645391702720493,55.47325,20.284465,0.36738262507786135,0.0005362810953306635,13.43054557109076,0.22527090592754237,-20.830024321595964
0.05,0.9,0.05,0.05,0.9,0.05,11.984,2.56865394704379,46.837,16.93161,0.3831230461840309,0.0003548832243614514,8.939394766931635,0.1687207407751069,-22.624623656113133
0.05,0.95,0.0,0.05,0.95,0.0,12.041500000000001,2.572755582801551,38.20075,13.578755,0.4066366909190129,0.00015411535197408838,4.428351394641275,0.1068550595532862,-20.020836601647712
0.1,0.0,0.9,0.1,0.0,0.9,10.958000000000002,2.493152044206762,205.479,78.566,0.3076839854389939,1.2142131494053972e-05,3.4782891631010013,0.20729792075911888,-6.308748569212445
0.1,0.05,0.85,0.1,0.05,0.85,11.015500000000001,2.4975052177231296,196.84275,75.213145,0.30856614226143586,0.00026233764328117455,25.897870620582452,0.5563480939510613,13.890364005454423
0.1,0.1,0.8,0.1,0.1,0.8,11.073000000000002,2.501843268671952,188.2065,71.86029,0.30953061837073026,0.0004803838314157705,37.14035464132831,0.6546305857899786,29.553530655324046
0.1,0.15,0.75,0.1,0.15,0.75,11.130500000000001,2.506166327709184,179.57025,68.507435,0.31058950024913345,0.0006672345571496356,44.21588266595116,0.7010292903210178,39.65152553870771
0.1,0.2,0.7,0.1,0.2,0.7,11.188,2.510474523693946,170.934,65.15458,0.3117573622606422,0.0008238147542779388,48.56429532023156,0.7201897979839961,45.42274169269955
0.1,0.25,0.65,0.1,0.25,0.65,11.245500000000002,2.5147679837223245,162.29775,61.801725,0.3130519415113413,0.0009510214057018711,50.887132969737145,0.721683119049577,47.74451825334153
0.1,0.3,0.6,0.1,0.3,0.6,11.302999999999999,2.519046833160369,153.6615,58.44887,0.314495044985472,0.0010497244829863917,51.62110858508171,0.7104915833300159,47.285993765915386
0.1,0.35,0.55,0.1,0.35,0.55,11.3605,2.5233111956763112,145.02525,55.096015,0.3161137879028093,0.0011207678504778446,51.07557554602721,0.6896482865373897,44.59085609862098
0.1,0.4,0.5,0.1,0.4,0.5,11.418000000000001,2.5275611932720174,136.389,51.74316,0.31794231353477453,0.0011649701354730453,49.48797895720409,0.6611954532012805,40.1217932582592
0.1,0.45,0.45,0.1,0.45,0.45,11.475500000000002,2.5317969463137104,127.75275,48.390305,0.3200242279936032,0.0011831255658619382,47.050768383672256,0.626610465291962,34.28673844021796
0.1,0.5,0.4,0.1,0.5,0.4,11.533000000000001,2.5360185735619676,119.1165,45.03745,0.3224161225824287,0.00117600477660006,43.926148858100696,0.5870218135615145,27.455946011849385
0.1,0.55,0.35,0.1,0.55,0.35,11.590500000000002,2.540226192201028,110.48025,41.684595,0.3251927960437182,0.001144355586304465,40.25488346124312,0.5433288150028682,19.974326325525425
0.1,0.6,0.3,0.1,0.6,0.3,11.648000000000001,2.544419917867416,101.844,38.33174,0.32845521752991114,0.0010889037452073951,36.16184920669742,0.4962716095930694,12.171579696352241
0.1,0.65,0.25,0.1,0.65,0.25,11.7055,2.548599864677912,93.20775,34.978885,0.33234306925449464,0.0010103536556455512,31.75960046084553,0.446471716558786,4.372053116809719
0.1,0.7,0.2,0.1,0.7,0.2,11.763,2.552766145256883,84.5715,31.62603,0.33705526744899683,0.0009093890662092895,27.150451790131964,0.394450447836024,-3.093437475947015
0.1,0.75,0.15,0.1,0.75,0.15,11.820500000000001,2.5569188707629826,75.93525,28.273175,0.3428850845368445,0.0007866737406251463,22.426985401460097,0.34062151398284735,-9.869769966306416
0.1,0.8,0.1,0.1,0.8,0.1,11.878000000000002,2.5610581509152572,67.299,24.92032,0.3502836239663054,0.0006428521023967008,17.66983226792372,0.2852330386551996,-15.543651608382461
0.1,0.85,0.05,0.1,0.85,0.05,11.935500000000001,2.5651840940186554,58.66275,21.567465,0.35998250142054244,0.00047854985618285756,12.938255059339202,0.22816105118898275,-19.56164627640147
0.1,0.9,0.0,0.1,0.9,0.0,11.993,2.56929680698897,50.0265,18.21461,0.3732520213169539,0.0002943745868488583,8.233155980177928,0.16806776724304123,-20.956358951957963
0.15,0.0,0.85,0.15,0.0,0.85,10.967000000000002,2.4938344141096995,208.6685,79.849,0.30664441633583395,1.7173132168706785e-05,4.440592004203779,0.2363232808873664,-6.243633533905322
0.15,0.05,0.8,0.15,0.05,0.8,11.024500000000002,2.498185211916841,200.03225,76.496145,0.30746621283987574,0.0002626499917256372,26.27525895333743,0.5656081592575453,14.818506849554607
0.15,0.1,0.75,0.15,0.1,0.75,11.082,2.50252090772694,191.396,73.14329,0.30836335089657574,0.00047612291578054384,37.45049485305009,0.6637394918088603,30.577927863195377
0.15,0.15,0.7,0.15,0.15,0.7,11.1395,2.506841631912445,182.75975,69.790435,0.30934668912724206,0.0006585412925211911,44.48843939376603,0.7103145699088452,40.73647676442631
0.15,0.2,0.65,0.15,0.2,0.65,11.197000000000001,2.511147513054312,174.1235,66.43758,0.3104292781284328,0.0008108257349486305,48.80695382763874,0.7296471978230922,46.54772536786067
0.15,0.25,0.6,0.15,0.25,0.6,11.254499999999998,2.51543867797568,165.48725,63.084725,0.3116269429723282,0.0009338690516359332,51.101463761320844,0.7312543617801763,48.893789688053204
0.15,0.3,0.55,0.15,0.3,0.55,11.312000000000001,2.5197152517747474,156.851,59.73187,0.3129590618877327,0.0010285371807285729,51.80607826166131,0.7201057810957188,48.44625697539782
0.15,0.35,0.5,0.15,0.35,0.5,11.3695,2.5239773578568645,148.21475,56.379015,0.3144496227896141,0.0010956700887396781,51.228695907482475,0.6992303089863662,45.7504175682892
0.15,0.4,0.45,0.15,0.4,0.45,11.427000000000001,2.528225117965876,139.5785,53.02616,0.31612868063612365,0.0011360826356207265,49.60573927284386,0.6706667355624933,41.27022186283705
0.15,0.45,0.4,0.15,0.45,0.4,11.4845,2.5324586522147237,130.94225,49.673305,0.31803440499882174,0.0011505654075193994,47.12877563293021,0.6358873505690164,35.41479048920825
0.15,0.5,0.35,0.15,0.5,0.35,11.542,2.536678079115336,122.306,46.32045,0.32021601689966306,0.0011398855185709251,43.959107896985195,0.5960125119186646,28.555702306708884
0.15,0.55,0.3,0.15,0.55,0.3,11.599500000000003,2.540883515607829,113.66975,42.967595,0.322738100654691,0.0011047873830071714,40.23645017368336,0.5519288657927106,21.03957810768045
0.15,0.6,0.25,0.15,0.6,0.25,11.657000000000002,2.5450750770890234,105.0335,39.61474,0.3256871053552288,0.0010459934588088777,36.0843368925352,0.5043569998091846,13.198593918134913
0.15,0.65,0.2,0.15,0.65,0.2,11.714500000000001,2.549252877440318,96.39725,36.261885,0.32918145319803416,0.0009642049640703956,31.613463823660325,0.4538877620540511,5.361014543239392
0.15,0.7,0.15,0.15,0.7,0.15,11.772,2.553417029054915,87.761,32.90903,0.33338782698851954,0.0008601025671932481,26.923370149930268,0.40099226196420884,-2.135627567274915
0.15,0.75,0.1,0.15,0.75,0.1,11.8295,2.557567642864431,79.12475,29.556175,0.338548543578457,0.0007343470519742381,22.102115709094022,0.3459958694495033,-8.923630206331392
0.15,0.8,0.05,0.15,0.8,0.05,11.887000000000002,2.5617048283649066,70.4885,26.20332,0.3450299427706107,0.0005875799586058832,17.222049323805564,0.2889723728771124,-14.563162384404649
0.15,0.85,0.0,0.15,0.85,0.0,11.944500000000001,2.5658286936422243,61.85225,22.850465,0.3534133769269028,0.0004204242015613369,12.32428397006673,0.2293822619277719,-18.43320510198631
0.2,0.0,0.8,0.2,0.0,0.8,10.976,2.494516410792953,211.858,81.132,0.30563772617462903,2.151526999804475e-05,5.2280772647951,0.25868704198052606,-5.985008018800086
0.2,0.05,0.75,0.2,0.05,0.75,11.033500000000002,2.4988648361295347,203.22175,77.779145,0.3064025710233764,0.0002622956097057736,26.608461523918393,0.574405051958024,15.686259052420946
0.2,0.1,0.7,0.2,0.1,0.7,11.091,2.5031981799948446,194.5855,74.42629,0.30723632737840356,0.00047121671073980875,37.71973903471449,0.6724836303880596,31.532930698398655
0.2,0.15,0.65,0.2,0.15,0.65,11.148500000000002,2.5075165724786674,185.94925,71.073435,0.30814874784087753,0.0006492235119605992,44.71973074113228,0.7192554605844004,41.74460862398327
0.2,0.2,0.6,0.2,0.2,0.6,11.206,2.51182014188462,177.313,67.72058,0.3091515164223342,0.0007972323284016125,49.006827899338774,0.7387589165447982,47.588853942478615
0.2,0.25,0.55,0.2,0.25,0.55,11.2635,2.5161090147637015,168.67675,64.367725,0.31025875157153693,0.0009161318162629994,51.27092438388711,0.7404683563868134,49.952340030139574
0.2,0.3,0.5,0.2,0.3,0.5,11.321,2.5203833159470435,160.0405,61.01487,0.3114876750536386,0.0010067839013916371,51.943719124564936,0.7293443837946856,49.509011520872804
0.2,0.35,0.45,0.2,0.35,0.45,11.3785,2.5246431685778843,151.40425,57.662015,0.31285951418797975,0.0010700246727892847,51.33172002632321,0.7084126642533304,46.80570196835455
0.2,0.4,0.4,0.2,0.4,0.4,11.436000000000002,2.528888694142796,142.768,54.30916,0.31440073829166204,0.0011066652426185229,49.67033089183942,0.6797085029778008,42.307576788928735
0.2,0.45,0.35,0.2,0.45,0.35,11.493500000000001,2.5331200125021693,134.13175,50.956305,0.31614478326087414,0.001117492574107878,47.15020068852532,0.6446982984239504,36.42490392520851
0.2,0.5,0.3,0.2,0.5,0.3,11.551000000000002,2.5373372419200027,125.4955,47.60345,0.3181345049570987,0.00110327027869261,43.93165632998321,0.6044927184152891,29.530555974887307
0.2,0.55,0.25,0.2,0.55,0.25,11.608500000000001,2.5415404990929846,116.85925,44.250595,0.32042574794757006,0.0010647393836661697,40.15324065394791,0.5599631535467735,21.972853197051226
0.2,0.6,0.2,0.2,0.6,0.2,11.666,2.545729899178919,108.223,40.89774,0.3230926696682994,0.0010026190715588035,35.93694834844207,0.5118063989490579,14.086484480049876
0.2,0.65,0.15,0.2,0.65,0.15,11.7235,2.549905555824486,99.58675,37.544885,0.3262359173559861,0.0009176073924043656,31.391288124164216,0.460575394033694,6.203792648953563
0.2,0.7,0.1,0.2,0.7,0.1,11.780999999999999,2.5540675811923768,90.9505,34.19203,0.32999561593739823,0.0008103819500035692,26.61243795595519,0.40667775429466474,-1.33047955183814
0.2,0.75,0.05,0.2,0.75,0.05,11.838500000000002,2.5582160859878083,82.31425,30.839175,0.3345728282290301,0.0006816005632419059,21.682776443395227,0.35032327083489545,-8.13456045191174
0.2,0.8,0.0,0.2,0.8,0.0,11.896,2.5623511794844367,73.678,27.48632,0.34026672177286743,0.0005319019034727756,16.663693493369347,0.29134554111213906,-13.737110315361717
0.25,0.0,0.75,0.25,0.0,0.75,10.985000000000001,2.495198034766433,215.0475,82.415,0.30466237942122176,2.517190964050957e-05,5.879721722763948,0.2767228778600187,-5.6447409248130995
0.25,0.05,0.7,0.25,0.05,0.7,11.042499999999999,2.4995440908640623,206.41125,79.062145,0.3053734502143852,0.0002612777550912753,26.8958079865848,0.5827167325777032,16.489005671950967
0.25,0.1,0.65,0.25,0.1,0.65,11.100000000000001,2.503875085971591,197.775,75.70929,0.3061475018455464,0.0004656683710737737,37.946373272613606,0.6808417659772508,32.414499792069186
0.25,0.15,0.6,0.25,0.15,0.6,11.1575,2.5081911498969824,189.13875,72.356435,0.306993289539486,0.0006392842707151329,44.908055162435694,0.7278319004455123,42.672090514917855
0.25,0.2,0.55,0.25,0.2,0.55,11.215000000000002,2.5124924106673356,180.5025,69.00358,0.3079212701717795,0.0007830374937711745,49.16220035147865,0.7475052245803625,48.54238019738935
0.25,0.25,0.5,0.25,0.25,0.5,11.272499999999999,2.5167789945623116,171.86625,65.650725,0.3089440367947194,0.0008978125658935642,51.393750225693054,0.7493050313696825,50.91643410267006
0.25,0.3,0.45,0.25,0.3,0.45,11.330000000000002,2.521051026146759,163.23,62.29787,0.3100768934796647,0.0009844674216262597,52.03218647251786,0.7381863898491045,50.470483543916906
0.25,0.35,0.4,0.25,0.35,0.4,11.387500000000001,2.5253086283025694,154.59375,58.945015,0.31133862634524734,0.001043834292661583,51.38268705215102,0.7171728233800502,47.75285578143871
0.25,0.4,0.35,0.25,0.4,0.35,11.445,2.5295519222597864,145.9575,55.59216,0.31275255359748577,0.0010767205628148002,49.679633804059755,0.6882960085548541,43.229889440507414
0.25,0.45,0.3,0.25,0.45,0.3,11.502500000000001,2.533781027626985,137.32125,52.239305,0.31434797993579733,0.0010839095911083212,47.112709607969734,0.6530154630529821,37.31296433238083
0.25,0.5,0.25,0.25,0.5,0.25,11.56,2.5379960624209406,128.685,48.88645,0.3161622494576719,0.001066161504292328,43.84117248229383,0.6124302750823272,30.37622299636478
0.25,0.55,0.2,0.25,0.55,0.2,11.617500000000001,2.5421971430956147,120.04875,45.533595,0.31824370555410786,0.001024213960067528,40.00224059807267,0.5673934225160783,22.769688724598904
0.25,0.6,0.15,0.25,0.6,0.15,11.675,2.546384384570471,111.4125,42.18074,0.32065606245883793,0.0009587828822178046,35.71611883204905,0.5185726440024199,14.830634300382194
0.25,0.65,0.1,0.25,0.65,0.1,11.7325,2.550557900258137,102.77625,38.827885,0.3234850417425519,0.000870563168805433,31.08870431510608,0.46647376993986117,6.89572409989579
0.25,0.7,0.05,0.25,0.7,0.05,11.79,2.5547178020914436,94.14,35.47503,0.32684877222091147,0.0007602293745292363,26.212036565331406,0.4114234675206295,-0.6823743415796338
0.25,0.75,0.0,0.25,0.75,0.0,11.8475,2.5588642005498414,85.50375,32.122175,0.33091470300501125,0.000628436368296347,21.16121740716861,0.35347849773813517,-7.505667226296694
0.3,0.0,0.7,0.3,0.0,0.7,10.994,2.4958792865389343,218.237,83.698,0.30371693469378,2.8146399268041017e-05,6.415001941269793,0.2915245648196887,-5.2781562579453025
0.3,0.05,0.65,0.3,0.05,0.65,11.0515,2.5002229766221826,209.60075,80.345145,0.30437719665575313,0.0002595996698416925,27.135516730040838,0.5905186011253624,17.222094427335776
0.3,0.1,0.6,0.3,0.1,0.6,11.109,2.504551626152035,200.9645,76.99229,0.30509496470360853,0.0004594810362064896,38.12861431834908,0.6887911894537443,33.21852294841274
0.3,0.15,0.55,0.3,0.15,0.55,11.166500000000001,2.5088653646554704,192.32825,73.639435,0.3058780937143257,0.000628726609208485,45.05165047990329,0.7360225731503428,43.51500966984573
0.3,0.2,0.5,0.3,0.2,0.5,11.224000000000002,2.513164319883892,183.692,70.28658,0.30673593735816995,0.0007682441758801093,49.27129487132611,0.7558651788099857,49.40446710465678
0.3,0.25,0.45,0.3,0.25,0.45,11.281500000000001,2.5174486178464206,175.05575,66.933725,0.3076797234876738,0.0008789141530190901,51.46811565586958,0.757743057745081,51.78223808997886
0.3,0.3,0.4,0.3,0.3,0.4,11.339,2.521718382842401,166.4195,63.58087,0.3087230483005343,0.000961590504737768,52.069570124796726,0.7466094306404112,51.32678950926133
0.3,0.35,0.35,0.3,0.35,0.35,11.3965,2.5259737374931412,157.78325,60.228015,0.3098825355609014,0.0010171016255018416,51.37956351914919,0.7254867111946804,48.5879017190012
0.3,0.4,0.3,0.3,0.4,0.3,11.454,2.530214802772903,149.147,56.87516,0.3111787289917074,0.0010462511901067205,49.63144486525711,0.6964026908547999,44.03304927360383
0.3,0.45,0.25,0.3,0.45,0.25,11.5115,2.5344416980391675,140.51075,53.522305,0.31263732008552325,0.001049818971972427,47.01386998161504,0.6608087878470346,38.07469173478682
0.3,0.5,0.2,0.3,0.5,0.2,11.569,2.538654541062202,131.8745,50.16945,0.3142908682475092,0.0010285616310741696,43.68491342731418,0.6197902179151031,31.08822300839374
0.3,0.55,0.15,0.3,0.55,0.15,11.626500000000002,2.5428534480539313,123.23825,46.816595,0.3161812600852325,0.0009832134727651744,39.78027924599774,0.5741776830163524,23.42538563061114
0.3,0.6,0.1,0.3,0.6,0.1,11.684000000000001,2.547038533696157,114.602,43.46374,0.3183633069772642,0.0009144871786907976,35.418069553670655,0.5246033086874693,15.426140475295455
0.3,0.65,0.05,0.3,0.65,0.05,11.7415,2.5512099111681183,105.96575,40.110885,0.3209101469588618,0.0008230745109383496,30.701027412502672,0.47151405855200335,7.431806631978582
0.3,0.7,0.0,0.3,0.7,0.0,11.799,2.5553676921734314,97.3295,36.75803,0.32392160298035555,0.0007096469905151442,25.716030636113352,0.41513253271865047,-0.19604937902585498
0.35,0.0,0.65,0.35,0.0,0.65,11.003000000000002,2.496560166618143,221.4265,84.981,0.30280003765547603,3.044207065585146e-05,6.844394341947143,0.303670797632051,-4.918003407253203
0.35,0.05,0.6,0.35,0.05,0.6,11.0605,2.5009014939045646,212.79025,81.628145,0.3034122605628242,0.00025726458009270336,27.325686167134865,0.5977832592980888,17.880818183346342
0.35,0.1,0.55,0.35,0.1,0.55,11.118000000000002,2.5052278010299602,204.154,78.27529,0.3040769315578391,0.00045265783028876913,38.264601954027704,0.6963075418315703,33.94080516528139
0.35,0.15,0.5,0.35,0.15,0.5,11.175500000000001,2.5095392172411635,195.51775,74.922435,0.3048010919559676,0.0006175535531204693,45.148686884975234,0.7438047600631066,44.269362714223526
0.35,0.2,0.45,0.35,0.2,0.45,11.233,2.513835870014693,186.8815,71.56958,0.30559310254440497,0.0007528553053163425,49.33226890198821,0.763816481072995,50.17117973423284
0.35,0.25,0.4,0.35,0.25,0.4,11.2905,2.518117885089927,178.24525,68.216725,0.30646296784256344,0.0008594394163856987,51.49212623645932,0.7657597009704059,52.54581125314688
0.35,0.3,0.35,0.35,0.3,0.35,11.347999999999999,2.522385386501485,169.609,64.86387,0.30742276092992915,0.0009381559007570107,52.05388540870699,0.7545896047640733,52.07392737031533
0.35,0.35,0.3,0.35,0.35,0.3,11.4055,2.52663849661085,160.97275,61.511015,0.3084871872135422,0.000989829335633836,51.32023242447724,0.7333285100420309,49.30672904361747
0.35,0.4,0.25,0.35,0.4,0.25,11.463000000000001,2.5308773361372423,152.3365,58.15816,0.3096743432048057,0.0010152597060058427,49.523463996754025,0.7039999290968467,44.712793022679506
0.35,0.45,0.2,0.35,0.45,0.2,11.5205,2.5351020241877764,143.70025,54.805305,0.31100675381698917,0.0010152232181857637,46.85113275831665,0.6680456837877508,38.70562855457658
0.35,0.5,0.15,0.35,0.5,0.15,11.578000000000001,2.5393126782869153,135.064,51.45245,0.3125128152303729,0.0009904730831798594,43.45998996818476,0.626534330069374,31.661866064632136
0.35,0.55,0.1,0.35,0.55,0.1,11.635500000000002,2.543509414405241,126.42775,48.099595,0.31422884121997274,0.0009417402711393586,39.48399314204037,0.5802695496102586,23.93499502647373
0.35,0.6,0.05,0.35,0.6,0.05,11.693000000000001,2.5476923469875667,117.7915,44.74674,0.3162020294662806,0.0008697342380832759,35.0387517867866,0.5298396437196806,15.867803308236452
0.35,0.65,0.0,0.35,0.65,0.0,11.7505,2.551861588980404,109.15525,41.393885,0.3184948694716623,0.0007751436260288463,30.223162876320583,0.475617563553983,7.806701357648287
0.4,0.0,0.6,0.4,0.0,0.6,11.012,2.4972406755106364,224.616,86.264,0.30191041454140777,3.206223927165108e-05,7.173348528617428,0.31347683387691977,-4.58612943729518
0.4,0.05,0.55,0.4,0.05,0.55,11.069500000000001,2.5015796432107913,215.97975,82.911145,0.3024771880788766,0.00025427569624185306,27.46428377928794,0.6044802094410628,18.46039715647091
0.4,0.1,0.5,0.4,0.1,0.5,11.127,2.505903611098089,207.3435,79.55829,0.30309173311794413,0.00044520186228058607,38.3523902623894,0.7033646098881761,34.577057723515985
0.4,0.15,0.45,0.4,0.15,0.45,11.1845,2.5102127081400467,198.70725,76.205435,0.3037603551505217,0.0006057681134662447,45.19725906792527,0.7511541708823072,44.93104626605518
0.4,0.2,0.4,0.4,0.2,0.4,11.242000000000003,2.514507061539115,190.071,72.85258,0.30449052044553526,0.0007368737985090996,49.34320570512155,0.7713353165574632,50.83847614890403
0.4,0.25,0.35,0.4,0.25,0.35,11.2995,2.5187867967657227,181.43475,69.499725,0.30529113604406355,0.0008393911810674093,51.46381007900699,0.7733306517057328,53.203096522558724
