MnFeCoNiAlCu
strain_r: 0.001
temperature: 300
element: Mn-Co, Fe-Ni, Al-Cu
ratio:50.0:50.0,50.0:50.0,50.0:50.0
structure: fcc
data:
Mn,Fe,Co,Ni,Al,Cu
12.60,12.09,11.12,10.94,16.472, 11.810
338.84,26.375,262.89,199.1,65.498, 128.6
130.52,8.9429,101.66,76.0,23.922, 48.0
Start of Predicted Data
psA,psB,psC,Mn,Co,Fe,Ni,Al,Cu,V_ave,b_ave,E_ave,mu_ave,nu_ave,sum_cnVn^2_b6,tau_y0,Delta_Eb,Delta_sigma_ss
0.3,0.65,0.05,0.15,0.15,0.325,0.325,0.025,0.025,11.7498,2.5518109148648445,168.391325,64.2314925,0.31081591323757585,0.0035356008849813146,126.08651413357734,1.2100471326958921,196.27331710936647
0.3,0.7,0.0,0.15,0.15,0.35,0.35,0.0,0.0,11.618500000000001,2.542270082603684,169.17575,64.557015,0.31028169440609976,0.0015583160850373113,73.27810360943418,0.9144761439756414,91.45510707169117
0.35,0.0,0.65,0.175,0.175,0.0,0.0,0.325,0.325,13.342650000000003,2.6622716281834395,168.3846,64.00615,0.3153782878676503,0.013782087334293312,315.42895290322946,2.169537745257503,643.9082000452074
0.35,0.05,0.6,0.175,0.175,0.025,0.025,0.3,0.3,13.211350000000001,2.653510020556369,169.169025,64.3316725,0.3148191118457242,0.013664246577382551,314.7020047095981,2.1511607289180037,640.6011335526981
0.35,0.1,0.55,0.175,0.175,0.05,0.05,0.275,0.275,13.080050000000002,2.6446901678605643,169.95345,64.657195,0.31426556626837887,0.013438107714415058,312.28300563324353,2.126941260374449,633.2531188238869
0.35,0.15,0.5,0.175,0.175,0.075,0.075,0.25,0.25,12.948750000000002,2.63581109233709,170.737875,64.9827175,0.3137175665206675,0.01309712119726597,308.0234513662289,2.0964386549182827,621.5390249437858
0.35,0.2,0.45,0.175,0.175,0.1,0.1,0.225,0.225,12.817450000000003,2.626871789697708,171.5223,65.30824,0.3131750296746627,0.012634334361070617,301.74595751757283,2.0590639690318318,605.0781627237296
0.35,0.25,0.4,0.175,0.175,0.125,0.125,0.2,0.2,12.68615,2.617871228124943,172.306725,65.6337625,0.3126378744476215,0.012042363517984413,293.2360878474421,2.0140288529208052,583.4200913894622
0.35,0.3,0.35,0.175,0.175,0.15,0.15,0.175,0.175,12.55485,2.6088083472236936,173.09115,65.959285,0.31210602116138775,0.011313363853162476,282.2302234481367,1.9602648138193306,556.0240502861925
0.35,0.35,0.3,0.175,0.175,0.175,0.175,0.15,0.15,12.42355,2.5996820569214796,173.875575,66.2848075,0.3115793917029932,0.010438996926970414,268.3967943318051,1.896290463090993,522.2279875367692
0.35,0.4,0.25,0.175,0.175,0.2,0.2,0.125,0.125,12.292250000000003,2.590491236314271,174.66,66.61033,0.31105790948641143,0.009410395567804285,251.30563684880028,1.8199806843352975,481.1995510113968
0.35,0.45,0.2,0.175,0.175,0.225,0.225,0.1,0.1,12.160950000000001,2.5812347324545573,175.444425,66.9358525,0.3105414994154292,0.008218125918076436,230.37430574621774,1.728133976517992,431.85334914576947
0.35,0.5,0.15,0.175,0.175,0.25,0.25,0.075,0.075,12.029650000000002,2.5719113590781455,176.22885,67.261375,0.31003008784759456,0.006852146371638106,204.76458039803703,1.6155736718624942,372.69859030972276
0.35,0.55,0.1,0.175,0.175,0.275,0.275,0.05,0.05,11.89835,2.5625198952658508,177.013275,67.5868975,0.30952360255920897,0.0053017631138579675,173.15374844750733,1.472981970581179,301.5219317580211
0.35,0.6,0.05,0.175,0.175,0.3,0.3,0.025,0.025,11.76705,2.5530590840360206,177.7977,67.91242,0.30902197271132437,0.0035555819454048832,133.10768089827465,1.280286739423626,214.5903533737924
0.35,0.65,0.0,0.175,0.175,0.325,0.325,0.0,0.0,11.63575,2.5435276308634793,178.582125,68.2379425,0.3085251288167137,0.0016014560370981204,78.47175056333136,0.9743780696881584,103.82594046273377
0.4,0.0,0.6,0.2,0.2,0.0,0.0,0.3,0.3,13.228600000000002,2.6546644102895876,178.5754,68.0126,0.3128111555799955,0.013508568988760452,328.2214813102774,2.2618070883371635,679.178191684545
0.4,0.05,0.55,0.2,0.2,0.025,0.025,0.275,0.275,13.0973,2.6458522649751615,179.359825,68.3381225,0.3122969905999393,0.013293452811273157,325.7864639030302,2.236368165821713,671.6964323058785
0.4,0.1,0.5,0.2,0.2,0.05,0.05,0.25,0.25,12.966000000000003,2.636981026782349,180.14425,68.663645,0.31178770075488993,0.012964262850128075,321.4277901745737,2.2043200067727677,659.6074039367832
0.4,0.15,0.45,0.2,0.2,0.075,0.075,0.225,0.225,12.834700000000003,2.6280496949643335,180.928675,68.9891675,0.311283217035486,0.012514096464418355,314.9620307452504,2.1650541442685873,642.5122551633033
0.4,0.2,0.4,0.2,0.2,0.1,0.1,0.2,0.2,12.703400000000004,2.619057241379142,181.7131,69.31469,0.3107834717287201,0.011935623545011053,306.1673725173473,2.117754221900183,619.9384340306369
0.4,0.25,0.35,0.2,0.2,0.125,0.125,0.175,0.175,12.5721,2.6100026094477737,182.497525,69.6402125,0.31028839838764144,0.01122105669538067,294.7711175316517,2.061312426428943,591.31794777517
0.4,0.3,0.3,0.2,0.2,0.15,0.15,0.15,0.15,12.440800000000001,2.6008847130613715,183.28195,69.965735,0.30979793180190285,0.010362119044408497,280.43035882784557,1.9941921823928186,555.954600077873
0.4,0.35,0.25,0.2,0.2,0.175,0.175,0.125,0.125,12.309500000000002,2.5917024354343825,184.066375,70.2912575,0.3093120079691276,0.009350009478132037,262.7004745121563,1.9141897418180085,512.9721152175408
0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.1,0.1,12.178200000000002,2.5824546279004137,184.8508,70.61678,0.30883056406706744,0.008175365055899206,240.9800375337535,1.817988275453211,461.22651816495596
0.4,0.45,0.15,0.2,0.2,0.225,0.225,0.075,0.075,12.0469,2.573140108647291,185.635225,70.9423025,0.30835353842652635,0.0068282203524273055,214.40492314505886,1.700234438783339,399.1447359004947
0.4,0.5,0.1,0.2,0.2,0.25,0.25,0.05,0.05,11.915600000000001,2.56375766138753,186.41965,71.267825,0.307880870505028,0.00529796344058606,181.61530288112405,1.55132351172339,324.38859769225525
0.4,0.55,0.05,0.2,0.2,0.275,0.275,0.025,0.025,11.784300000000002,2.554306033960189,187.204075,71.5933475,0.30741250086120075,0.0035732881999715714,140.1216348051386,1.3506916320856313,233.01054089185217
0.4,0.6,0.0,0.2,0.2,0.3,0.3,0.0,0.0,11.653,2.544783936859745,187.9885,71.91887,0.30694837112985796,0.001642142603125913,83.7099485460857,1.0346922550212894,116.46323209037068
0.45,0.0,0.55,0.225,0.225,0.0,0.0,0.275,0.275,13.114550000000005,2.6470133421653057,188.7662,72.01905,0.310529644587092,0.013147781885665505,339.04751628414635,2.34515125068096,709.5865334038571
0.45,0.05,0.5,0.225,0.225,0.025,0.025,0.25,0.25,12.983250000000002,2.6381499240313517,189.550625,72.3445725,0.3100542200315026,0.012830298604091218,334.60522959804626,2.311618950087538,697.1674186886055
0.45,0.1,0.45,0.225,0.225,0.05,0.05,0.225,0.225,12.851950000000002,2.6292265452901202,190.33505,72.670095,0.3095830547627605,0.012392656625475788,327.9673888773926,2.2705219729619786,679.4843803638513
0.45,0.15,0.4,0.225,0.225,0.075,0.075,0.2,0.2,12.720650000000003,2.6202421814571593,191.119475,72.9956175,0.3091160917982507,0.011827578968067791,318.9049934530947,2.2210167990438268,656.0432286548877
0.45,0.2,0.35,0.225,0.225,0.1,0.1,0.175,0.175,12.58935,2.6111957797507093,191.9039,73.32114,0.30865327516729835,0.011127335165479521,307.1364927417817,2.1619572852850046,626.2493073735976
0.45,0.25,0.3,0.225,0.225,0.125,0.125,0.15,0.15,12.45805,2.6020862580057487,192.688325,73.6466625,0.3081945498888019,0.010283709386699539,292.3079265140595,2.0917529381916724,589.3729945431276
0.45,0.3,0.25,0.225,0.225,0.15,0.15,0.125,0.125,12.32675,2.592912503534421,193.47275,73.972185,0.3077398619494611,0.009287966003050511,273.9605891674718,2.008123156574376,544.4950543173447
0.45,0.35,0.2,0.225,0.225,0.175,0.175,0.1,0.1,12.195450000000001,2.583673371929625,194.257175,74.2977075,0.30728915828257564,0.008130812370405888,251.47459792765738,1.9076385262712892,490.41431586155494
0.45,0.4,0.15,0.225,0.225,0.2,0.2,0.075,0.075,12.064150000000001,2.5743676858082605,195.0416,74.62323,0.3068423867473975,0.006802358571350671,223.96072249081942,1.7847737370132717,425.47762039239933
0.45,0.45,0.1,0.225,0.225,0.225,0.225,0.05,0.05,11.93285,2.564994233490417,195.826025,74.9487525,0.3063994961090246,0.0052920738356550924,190.0233604603725,1.6296463547619442,347.2259410998457
0.45,0.5,0.05,0.225,0.225,0.25,0.25,0.025,0.025,11.801549999999999,2.5555517676104804,196.61045,75.274275,0.3059604360188126,0.0035887393280912743,147.12012884152577,1.4212218522872024,251.50609334759372
0.45,0.55,0.0,0.225,0.225,0.275,0.275,0.0,0.0,11.67025,2.546039003655855,197.394875,75.5997975,0.3055251569952948,0.001680396959874945,88.98224851450614,1.0953569052138676,129.3328159853239
0.5,0.0,0.5,0.25,0.25,0.0,0.0,0.25,0.25,13.0005,2.6393177863798423,198.957,76.0255,0.3084885992199986,0.012695238661086296,347.54990918962693,2.4183089024453,734.1944934950603
0.5,0.05,0.45,0.25,0.25,0.025,0.025,0.225,0.225,12.869200000000001,2.630402343033932,199.741425,76.3510225,0.30804682412733886,0.012270025800521845,340.7562287372507,2.3754416525983904,715.9701677670798
0.5,0.1,0.4,0.25,0.25,0.05,0.05,0.2,0.2,12.737900000000002,2.621426050783389,200.52585,76.676545,0.3076088000574362,0.011718241554872728,331.44317193211714,2.323791334923019,691.7102702369532
0.5,0.15,0.35,0.25,0.25,0.075,0.075,0.175,0.175,12.6066,2.6123878606249584,201.310275,77.0020675,0.3071744794384903,0.011032211904465156,319.32055658520676,2.262174443844211,660.7940437020137
0.5,0.2,0.3,0.25,0.25,0.1,0.1,0.15,0.15,12.4753,2.6032866943177853,202.0947,77.32759,0.30674381549974594,0.010203781535186505,304.0236443394437,2.1889477886137056,622.4591471583545
0.5,0.25,0.25,0.25,0.25,0.125,0.125,0.125,0.125,12.344000000000001,2.5941214432510673,202.879125,77.6531125,0.3063167622547003,0.009224279736976124,285.08000664859696,2.101755603175926,575.7443257721432
0.5,0.3,0.2,0.25,0.25,0.15,0.15,0.1,0.1,12.2127,2.5848909672553044,203.66355,77.978635,0.30589327448473536,0.008084483548050067,261.8518078487423,1.9970584611123303,519.3925585627785
0.5,0.35,0.15,0.25,0.25,0.175,0.175,0.075,0.075,12.0814,2.5755940933536827,204.447975,78.3041575,0.3054733077231564,0.006774577892685482,233.42546810274538,1.869163449791849,451.67271131454794
0.5,0.4,0.1,0.25,0.25,0.2,0.2,0.05,0.05,11.9501,2.566229614449897,205.2324,78.62968,0.3050568182396265,0.005284112434435222,198.3708649450452,1.7079188190189518,370.00867379463483
0.5,0.45,0.05,0.25,0.25,0.225,0.225,0.025,0.025,11.8188,2.556796287948444,206.016825,78.9552025,0.30464376302498875,0.0036019548377095984,154.0951232541241,1.4918380966898916,270.04995911759545
0.5,0.5,0.0,0.25,0.25,0.25,0.25,0.0,0.0,11.6875,2.547292834303114,206.80125,79.280725,0.304234099776459,0.001716240098372833,94.27850934812686,1.1563126338863132,142.4015801336336
0.55,0.0,0.45,0.275,0.275,0.0,0.0,0.225,0.225,12.886450000000002,2.6315770905462053,209.1478,80.03195000000001,0.30665190589508295,0.01214621485442904,353.3230697129027,2.47978755800943,751.9465315188465
0.55,0.05,0.4,0.275,0.275,0.025,0.025,0.2,0.2,12.75515,2.622608851773477,209.932225,80.35747250000001,0.30623959707045256,0.011607622974546261,343.7764287253866,2.4260527471718962,726.9165852636004
0.55,0.1,0.35,0.275,0.275,0.05,0.05,0.175,0.175,12.623850000000001,2.6135788545538876,210.71665,80.68299500000002,0.30583061523682886,0.010935699446941864,331.3177923950021,2.3619391092065656,694.9292421786855
0.55,0.15,0.3,0.275,0.275,0.075,0.075,0.15,0.15,12.492550000000003,2.6044860245512083,211.501075,81.00851750000001,0.30542492028693125,0.010122348956335585,315.5719110623473,2.285751930663526,655.190136193901
0.55,0.2,0.25,0.275,0.275,0.1,0.1,0.125,0.125,12.361250000000002,2.5953292572111786,212.2855,81.33404000000002,0.3050224727555644,0.009158965150239092,296.05298059499097,2.1950618817224106,606.6969116366834
0.55,0.25,0.2,0.275,0.275,0.125,0.125,0.1,0.1,12.229950000000002,2.586107416580353,213.069925,81.65956250000002,0.3046232338068182,0.008036394141184242,272.10569269750926,2.0862219311407246,548.1380004180581
0.55,0.3,0.15,0.275,0.275,0.15,0.15,0.075,0.075,12.098650000000003,2.5768193340655587,213.85435,81.98508500000001,0.30422716522157645,0.006744895035709578,242.79283295685224,1.953375592928522,477.706318093956
0.55,0.35,0.1,0.275,0.275,0.175,0.175,0.05,0.05,11.967350000000001,2.56746380713029,214.638775,82.31060750000002,0.30383422938531934,0.005274097215428519,206.65092840389505,1.7861094299525155,392.712248810543
0.55,0.4,0.05,0.275,0.275,0.2,0.2,0.025,0.025,11.836050000000002,2.558039597924109,215.4232,82.63613000000001,0.303444389276216,0.0036129540669689987,161.0387521092608,1.5625015659719415,288.6157521498529
0.55,0.45,0.0,0.275,0.275,0.225,0.225,0.0,0.0,11.704750000000002,2.548545431840821,216.207625,82.96165250000001,0.3030576084534957,0.0017496928257358,99.58886089821033,1.2175020703697257,155.63737024542627
0.6,0.0,0.4,0.3,0.3,0.0,0.0,0.2,0.2,12.772400000000005,2.623790586834361,219.3386,84.0384,0.3049903377503618,0.01149573479851248,355.899508189374,2.52777596143974,761.6402472640684
0.6,0.05,0.35,0.3,0.3,0.025,0.025,0.175,0.175,12.641100000000002,2.6147687640118193,220.123025,84.3639225,0.30460402075306536,0.010837810222092206,343.1228905393393,2.4612264952861365,728.632987670926
0.6,0.1,0.3,0.3,0.3,0.05,0.05,0.15,0.15,12.5098,2.605684251250347,220.90745,84.689445,0.3042206735443833,0.010039425002802738,326.94731564055746,2.3821405648713863,687.5439847489
0.6,0.15,0.25,0.3,0.3,0.075,0.075,0.125,0.125,12.378500000000003,2.5965359480318417,221.691875,85.0149675,0.30384026201033376,0.009092036590244516,306.87393809876323,2.288016793130484,637.330676686707
0.6,0.2,0.2,0.3,0.3,0.1,0.1,0.1,0.1,12.247200000000003,2.587322722597508,222.4763,85.34049,0.30346275255743205,0.007986559569324921,282.2304353387172,2.1751027913149366,576.6282083487185
0.6,0.25,0.15,0.3,0.3,0.125,0.125,0.075,0.075,12.115900000000002,2.5780434107153183,223.260725,85.6660125,0.3030881121028015,0.006713326576080585,252.0566337094635,2.037382206880936,503.5554856498325
0.6,0.3,0.1,0.3,0.3,0.15,0.15,0.05,0.05,11.9846,2.5686968143849147,224.04515,85.991535,0.302716308064509,0.005262046001773757,214.85679882020827,1.8641868127472006,415.31277473182837
0.6,0.35,0.05,0.3,0.3,0.175,0.175,0.025,0.025,11.8533,2.5592817004760424,224.829575,86.3170575,0.302347308352118,0.0036217561858518164,167.9432967792628,1.633173835915101,307.1776875263046
0.6,0.4,0.0,0.3,0.3,0.2,0.2,0.0,0.0,11.722000000000001,2.5497967992963395,225.614,86.64258,0.30198108135745727,0.0017807757669639434,104.90367212480716,1.278869521605157,169.00890064614617
0.65,0.0,0.35,0.325,0.325,0.0,0.0,0.175,0.175,12.65835,2.615957591464074,229.5294,88.04485,0.3034799877562402,0.010738556554647189,354.73069694096387,2.5600117075649873,761.8842196203418
0.65,0.05,0.3,0.325,0.325,0.025,0.025,0.15,0.15,12.52705,2.6068813769501773,230.313825,88.3703725,0.3031167487723332,0.009955022914489051,338.1445909842204,2.478088788562471,719.4995271755269
0.65,0.1,0.25,0.325,0.325,0.05,0.05,0.125,0.125,12.39575,2.597741518320424,231.09825,88.695895,0.302756176032724,0.009023508282621372,317.5374387393246,2.3805950401038576,667.6242471531241
0.65,0.15,0.2,0.325,0.325,0.075,0.075,0.1,0.1,12.264450000000002,2.588536887989399,231.882675,89.0214175,0.30239824028863627,0.007934995120404315,292.2203404577358,2.26367480789778,604.8414543194099
0.65,0.2,0.15,0.325,0.325,0.1,0.1,0.075,0.075,12.13315,2.579266326063872,232.6671,89.34694,0.30204291271754813,0.006679888947200466,261.2108003640781,2.121155268627572,529.1979016909455
0.65,0.25,0.1,0.325,0.325,0.125,0.125,0.05,0.05,12.00185,2.569928639056138,233.451525,89.6724625,0.3016901649154555,0.005247976462735078,222.98183483058756,1.9421196028961993,437.7869396461299
0.65,0.3,0.05,0.325,0.325,0.15,0.15,0.025,0.025,11.870549999999998,2.5605225985314135,234.23595,89.997985,0.3013399688893035,0.003628380197805415,174.80116435272086,1.7038167444192038,325.7105220449689
0.65,0.35,0.0,0.325,0.325,0.175,0.175,0.0,0.0,11.739249999999998,2.5510469396851567,235.020375,90.3235075,0.3009922970495804,0.001809509366716807,110.21352321426974,1.3403606770309595,182.48567215164815
0.7,0.0,0.3,0.35,0.35,0.0,0.0,0.15,0.15,12.544300000000002,2.6080774041763726,239.7202,92.0513,0.3021011110109255,0.009869155819585257,349.1585785748442,2.57357150911963,751.0362950164101
0.7,0.05,0.25,0.35,0.35,0.025,0.025,0.125,0.125,12.413000000000002,2.5989459706746207,240.504625,92.3768225,0.30175848492732027,0.008953394332359503,328.03814310197856,2.472771146052414,697.5569066302626
0.7,0.1,0.2,0.35,0.35,0.05,0.05,0.1,0.1,12.2817,2.589749915428598,241.28905,92.702345,0.3014182650935098,0.007881715952008808,302.06980698542793,2.3519115818597083,632.7566222262565
0.7,0.15,0.15,0.35,0.35,0.075,0.075,0.075,0.075,12.150400000000003,2.5804880828616703,242.073475,93.0278675,0.30108042624969333,0.0066445984415655236,270.24935254513144,2.204666617373319,554.6118157845251
0.7,0.2,0.1,0.35,0.35,0.1,0.1,0.05,0.05,12.019100000000002,2.5711592839754447,242.8579,93.35339,0.300744943488394,0.00523190611517451,231.01948555045715,2.0198763687044505,460.11194363034673
0.7,0.25,0.05,0.35,0.35,0.125,0.125,0.025,0.025,11.8878,2.561762295006057,243.642325,93.6789125,0.3004117922483356,0.0036328449413496663,181.6048696058483,1.774392290100664,344.1894996666294
0.7,0.3,0.0,0.35,0.35,0.15,0.15,0.0,0.0,11.7565,2.5522958560109497,244.42675,94.004435,0.30008094830844945,0.0018359138910694487,115.50918085075683,1.401922347557071,196.03789645962945
0.75,0.0,0.25,0.375,0.375,0.0,0.0,0.125,0.125,12.430250000000001,2.600149307682504,249.911,96.05775,0.30083725675440043,0.008881708724934677,338.37078811555847,2.564519386637324,727.1085062570112
0.75,0.05,0.2,0.375,0.375,0.025,0.025,0.1,0.1,12.298950000000001,2.590961807577672,250.695425,96.3832725,0.30051314142710805,0.007826737092604385,311.77330633188103,2.439786483447814,660.3531270469238
0.75,0.1,0.15,0.375,0.375,0.05,0.05,0.075,0.075,12.167650000000002,2.581708683848754,251.47985,96.708795,0.3001912080488647,0.006607471212102015,279.16638053529294,2.287887889954921,579.7759684302007
0.75,0.15,0.1,0.375,0.375,0.075,0.075,0.05,0.05,12.036350000000002,2.5723887519634814,252.264275,97.0343175,0.29987143466021693,0.005213852325008813,238.96327407804264,2.0974255421670835,482.2654386524135
0.75,0.2,0.05,0.375,0.375,0.1,0.1,0.025,0.025,11.905050000000001,2.563000792804525,253.0487,97.35984,0.29955379959539785,0.0036351690916670435,188.34701958705924,1.8448625393442917,362.59030144194804
0.75,0.25,0.0,0.375,0.375,0.125,0.125,0.0,0.0,11.773750000000001,2.553543551265649,253.833125,97.6853625,0.29923828147743214,0.00186000942924929,120.7815760107608,1.4635022316582411,209.63642644742927
0.8,0.0,0.2,0.4,0.4,0.0,0.0,0.1,0.1,12.3162,2.5921725670892344,260.1018,100.0642,0.29967460890108555,0.007770073442749122,321.3253648550256,2.5272725945889984,687.6108442474872
0.8,0.05,0.15,0.4,0.4,0.025,0.025,0.075,0.075,12.1849,2.5829281317548114,260.886225,100.3897225,0.2993671986691666,0.006568523273487546,287.956029789169,2.3707904630187966,604.6695285853893
0.8,0.1,0.1,0.4,0.4,0.05,0.05,0.05,0.05,12.0536,2.573617045830125,261.67065,100.715245,0.2990617756030878,0.005193832308650539,246.80678368959607,2.1747353556850793,504.22547483986045
0.8,0.15,0.05,0.4,0.4,0.075,0.075,0.025,0.025,11.9223,2.5642380948201557,262.455075,101.0407675,0.29875832049672435,0.0036353711621754047,195.02030014172135,1.9151895394870309,380.88899944462605
0.8,0.2,0.0,0.4,0.4,0.1,0.1,0.0,0.0,11.791,2.554790028429502,263.2395,101.36629,0.29845681439066185,0.0018818158953539503,126.02178378860269,1.5250487030340734,223.2526917232297
0.85,0.0,0.15,0.425,0.425,0.0,0.0,0.075,0.075,12.202150000000001,2.584146429299228,270.2926,104.07065,0.2986014788991902,0.006527770503458507,296.6124880093412,2.4533453998521506,629.2720383040552
0.85,0.05,0.1,0.425,0.425,0.025,0.025,0.05,0.05,12.07085,2.5748441683745305,271.077025,104.3961725,0.29830921243784103,0.0051718631344337615,254.54364602151736,2.2517737827563504,525.9704521712101
0.85,0.1,0.05,0.425,0.425,0.05,0.05,0.025,0.025,11.939549999999999,2.565474203935129,271.86145,104.721695,0.29801876296979346,0.0036334695060838253,201.61746388946455,1.9853352363606862,399.06201421806634
0.85,0.15,0.0,0.425,0.425,0.075,0.075,0.0,0.0,11.808250000000001,2.5560352904711334,272.645875,105.0472175,0.2977301136034374,0.0019013530300503222,131.22100486139334,1.5865106153337112,236.8586387860961
0.9,0.0,0.1,0.45,0.45,0.0,0.0,0.05,0.05,12.0881,2.576070122385194,280.4834,108.0771,0.2976079113891843,0.0051479617240244545,262.1675307282449,2.328508481240794,547.479076760134
0.9,0.05,0.05,0.45,0.45,0.025,0.025,0.025,0.025,11.9568,2.566709123020524,281.267825,108.4026225,0.29732943038347615,0.0036294823179315798,208.13131929358346,2.055261394797406,417.08607526050906
0.9,0.1,0.0,0.45,0.45,0.05,0.05,0.0,0.0,11.8255,2.5572793403476104,282.05225,108.728145,0.29705261687302764,0.0019186404022550967,136.37054827585115,1.647837120228405,250.42667518336074
0.95,0.0,0.05,0.475,0.475,0.0,0.0,0.025,0.025,11.97405,2.567942854936381,290.6742,112.08355,0.29668537443719445,0.00362342763511053,214.55472055055566,2.124929520962203,434.9381841070096
0.95,0.05,0.0,0.475,0.475,0.025,0.025,0.0,0.0,11.84275,2.558522181004502,291.458625,112.4090725,0.296419490517547,0.0019336974107969779,141.46181529432542,1.708977495705571,263.92961709685017
1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,11.86,2.5597638153759434,300.865,116.09,0.2958265139116203,0.0019465432860608053,146.48628407856185,1.7698809819015344,277.34063983427683
