MnFeCoNiAlCu
strain_r: 0.001
temperature: 300
element: Mn, Fe-Ni-Co, Al-Cu
ratio:100,33.0:33.0:33.0,50.0:50.0
structure: fcc
data:
Mn,Fe,Co,Ni,Al,Cu
12.60,12.09,11.12,10.94,16.472, 11.810
338.84,26.375,262.89,199.1,65.498, 128.6
130.52,8.9429,101.66,76.0,23.922, 48.0
Start of Predicted Data
psA,psB,psC,Mn,Fe,Ni,Co,Al,Cu,V_ave,b_ave,E_ave,mu_ave,nu_ave,sum_cnVn^2_b6,tau_y0,Delta_Eb,Delta_sigma_ss
0.3,0.2,0.5,0.3,0.067,0.067,0.067,0.25,0.25,13.127166666666668,2.647861910642872,182.73416666666665,69.57669333333334,0.3131851911329693,0.011528644055905962,302.4365136064548,2.179131757586725,618.2906694751658
0.3,0.25,0.45,0.3,0.083,0.083,0.083,0.225,0.225,12.989283333333336,2.638558511326165,186.02113333333335,70.88869166666667,0.31206493560385695,0.011249335351376993,302.14023605538614,2.1754115974590182,617.3352250757919
0.3,0.3,0.4,0.3,0.1,0.1,0.1,0.2,0.2,12.851400000000002,2.6291890387838786,189.3081,72.20069,0.31098539362989475,0.01084020874225278,299.2693180562112,2.1618009284338693,610.1934563089976
0.3,0.35,0.35,0.3,0.117,0.117,0.117,0.175,0.175,12.713516666666669,2.6197523072299216,192.59506666666667,73.51268833333333,0.30994438533774216,0.010292967966153888,293.46135666740065,2.1369078600116844,596.0288127780493
0.3,0.4,0.3,0.3,0.133,0.133,0.133,0.15,0.15,12.575633333333334,2.610247096457896,195.88203333333334,74.82468666666665,0.3089398837442512,0.009598772342899799,284.269575280249,2.098848043123375,573.8345066961704
0.3,0.45,0.25,0.3,0.15,0.15,0.15,0.125,0.125,12.437750000000001,2.6006721504521577,199.169,76.136685,0.30797000158333665,0.00874819647815039,271.1273417801599,2.044979458227395,542.3684240395963
0.3,0.5,0.2,0.3,0.167,0.167,0.167,0.1,0.1,12.299866666666668,2.591026175926739,202.45596666666665,77.44868333333335,0.30703297947178343,0.007731186568393624,253.28723184255873,1.9714127395305356,500.0449026799443
0.3,0.55,0.15,0.3,0.183,0.183,0.183,0.075,0.075,12.161983333333334,2.581307840787551,205.74293333333335,78.76068166666666,0.3061271752578578,0.006537012982317549,229.7063477303179,1.872014128793371,444.7387197248127
0.3,0.6,0.1,0.3,0.2,0.2,0.2,0.05,0.05,12.0241,2.571515772512909,209.0299,80.07268,0.30525105441706213,0.0051542187586679535,198.80058332466226,1.7360693735403976,373.3847938962126
0.3,0.65,0.05,0.3,0.217,0.217,0.217,0.025,0.025,11.88621666666667,2.5616485564470537,212.31686666666667,81.38467833333334,0.30440318137687106,0.00357056362156677,157.80086092249482,1.5414631218494506,280.99656915412044
0.3,0.7,0.0,0.3,0.233,0.233,0.233,0.0,0.0,11.748333333333335,2.5517047340009227,215.60383333333334,82.69667666666666,0.30358221166727284,0.0017729630703954321,100.30343201712722,1.224451738144551,157.3228738900733
0.35,0.0,0.65,0.35,0.0,0.0,0.0,0.325,0.325,13.601650000000001,2.6793875252874915,181.67585,69.05665,0.31541169460146135,0.011005262449229227,292.94443751768483,2.2138615793786793,602.0051920581678
0.35,0.05,0.6,0.35,0.017,0.017,0.017,0.3,0.3,13.46376666666667,2.670302883837747,184.96281666666667,70.36864833333334,0.31424164771863694,0.011103750678324323,299.25013373958154,2.2358200395522054,616.9358290978565
0.35,0.1,0.55,0.35,0.033,0.033,0.033,0.275,0.275,13.325883333333335,2.6611560044384297,188.24978333333334,71.68064666666668,0.31311443246838255,0.011096918710151917,303.6903174738638,2.2499658355925267,627.3619200332022
0.35,0.15,0.5,0.35,0.05,0.05,0.05,0.25,0.25,13.188,2.6519458100441096,191.53675,72.992645,0.31202773923317895,0.010978060541430185,306.05218523293456,2.2556915791633094,632.7561838141728
0.35,0.2,0.45,0.35,0.067,0.067,0.067,0.225,0.225,13.05011666666667,2.6426711934743685,194.82371666666666,74.30464333333335,0.3109794215193278,0.010740041433853003,306.0845092206811,2.252197817790138,632.5089153029526
0.35,0.25,0.4,0.35,0.083,0.083,0.083,0.2,0.2,12.912233333333338,2.633331016242158,198.11068333333336,75.61664166666667,0.309967481805427,0.010375267180930282,303.48789360495283,2.2384336743094044,625.9083247788691
0.35,0.3,0.35,0.35,0.1,0.1,0.1,0.175,0.175,12.774350000000002,2.6239241073235458,201.39765,76.92864,0.3089900588389447,0.009875650871124853,297.90042814035024,2.213002420376758,612.1123443735468
0.35,0.35,0.3,0.35,0.117,0.117,0.117,0.15,0.15,12.636466666666667,2.614449261865281,204.68461666666667,78.24063833333332,0.3080454162109234,0.009232576916413108,288.8758046004043,2.174006906571364,590.1067278563545
0.35,0.4,0.25,0.35,0.133,0.133,0.133,0.125,0.125,12.498583333333334,2.604905239826286,207.97158333333334,79.55263666666667,0.3071319320612502,0.008436862091484993,275.84824928264294,2.118783987443504,558.6397383974463
0.35,0.45,0.2,0.35,0.15,0.15,0.15,0.1,0.1,12.360700000000001,2.595290764548958,211.25855,80.864635,0.3062480897860975,0.007478713302125832,258.0724861634912,2.0434156769797562,516.1137444918495
0.35,0.5,0.15,0.35,0.167,0.167,0.167,0.075,0.075,12.222816666666668,2.585604521255805,214.54551666666666,82.17663333333334,0.3053924696355288,0.006347681771538671,234.511303125975,1.9417389702670842,460.38948282760157
0.35,0.55,0.1,0.35,0.183,0.183,0.183,0.05,0.05,12.084933333333334,2.5758451554666464,217.83248333333336,83.48863166666666,0.3045637411033548,0.005032613300067639,203.59644864823522,1.803044795093171,388.3883328025488
0.35,0.6,0.05,0.35,0.2,0.2,0.2,0.025,0.025,11.947049999999999,2.5660112713311958,221.11945,84.80063,0.30376065602342806,0.003521594216512728,162.6101122802701,1.605452579526568,295.12542900873314
0.35,0.65,0.0,0.35,0.217,0.217,0.217,0.0,0.0,11.809166666666668,2.556101429871492,224.40641666666664,86.11262833333335,0.30298204229704817,0.001801892597458789,105.39384442607194,1.2874304729965296,170.47632573791907
0.4,0.0,0.6,0.4,0.0,0.0,0.0,0.3,0.3,13.524600000000003,2.6743185847854383,193.7654,73.7846,0.3130477091425583,0.010469518956242305,300.64821921197506,2.305154812978411,625.8676593884604
0.4,0.05,0.55,0.4,0.017,0.017,0.017,0.275,0.275,13.38671666666667,2.6651992954361643,197.05236666666664,75.09659833333335,0.3119926270961362,0.0104974623202209,305.58408648638544,2.320668236590817,637.476553844204
0.4,0.1,0.5,0.4,0.033,0.033,0.033,0.25,0.25,13.248833333333337,2.656017169925551,200.33933333333334,76.40859666666667,0.3109737782995534,0.010415997151132457,308.3829193862845,2.327326920435878,643.8883098701244
0.4,0.15,0.45,0.4,0.05,0.05,0.05,0.225,0.225,13.110950000000003,2.646771114509647,203.6263,77.720595,0.30998932779657706,0.010218164933446258,308.7951746140769,2.3243469726050447,644.4925812972011
0.4,0.2,0.4,0.4,0.067,0.067,0.067,0.2,0.2,12.973066666666668,2.637460004661813,206.91326666666666,79.03259333333334,0.3090375624773878,0.009896560652712574,306.5226018560398,2.3106837212915976,638.5750467204484
0.4,0.25,0.35,0.4,0.083,0.083,0.083,0.175,0.175,12.835183333333337,2.6280826838687554,210.2002333333333,80.34459166666667,0.30811688113004054,0.009443300633055892,301.2040424127812,2.284937288986579,625.2891517335055
0.4,0.3,0.3,0.4,0.1,0.1,0.1,0.15,0.15,12.697300000000002,2.6186379623659812,213.4872,81.65659,0.30722578545099677,0.008849987740360932,292.39373127712395,2.2451973252866515,603.6140297136822
0.4,0.35,0.25,0.4,0.117,0.117,0.117,0.125,0.125,12.55941666666667,2.6091246158089416,216.77416666666667,82.96858833333334,0.30636287190857137,0.008107673706850175,279.5265443045851,2.1887760788095383,572.2888896522185
0.4,0.4,0.2,0.4,0.133,0.133,0.133,0.1,0.1,12.421533333333334,2.599541383875826,220.06113333333332,84.28058666666668,0.3055268243663545,0.007206818307299095,261.85862359802417,2.1117179490165303,529.7042141174709
0.4,0.45,0.15,0.4,0.15,0.15,0.15,0.075,0.075,12.283650000000003,2.589886968797715,223.3481,85.592585,0.3047164073850557,0.006137245088726486,238.3565887111484,2.0078098124811605,473.7057170877743
0.4,0.5,0.1,0.4,0.167,0.167,0.167,0.05,0.05,12.145766666666669,2.5801600338114334,226.6350666666667,86.90458333333335,0.3039304601310824,0.0048880933236549115,207.46328930167897,1.8662954225535158,401.19745669627787
0.4,0.55,0.05,0.4,0.183,0.183,0.183,0.025,0.025,12.007883333333334,2.570359201530132,229.9220333333333,88.21658166666666,0.30316789082868767,0.003447765821524756,166.49768669506932,1.6653639565830152,307.1831695937056
0.4,0.6,0.0,0.4,0.2,0.2,0.2,0.0,0.0,11.870000000000001,2.560483052226205,233.209,89.52858,0.3024276716999197,0.0018038721930716615,109.47657853493116,1.3447936875571056,181.60351015269325
0.45,0.0,0.55,0.45,0.0,0.0,0.0,0.275,0.275,13.447550000000001,2.669230355613671,205.85495,78.51255000000002,0.31096843753005077,0.009887910073720474,306.0667119968585,2.385526498240504,643.9109989232132
0.45,0.05,0.5,0.45,0.017,0.017,0.017,0.25,0.25,13.30966666666667,2.6600760861018973,209.14191666666667,79.82454833333334,0.3100100221884541,0.009842836997753646,309.3586729096291,2.3934813548275327,651.4924803390526
0.45,0.1,0.45,0.45,0.033,0.033,0.033,0.225,0.225,13.171783333333336,2.6508583729637856,212.42888333333332,81.13654666666667,0.3090826024803288,0.009684118897722981,310.2042008409827,2.39133357833255,653.0959364732995
0.45,0.15,0.4,0.45,0.05,0.05,0.05,0.2,0.2,13.033900000000004,2.641576105398797,215.71585,82.448545,0.30818469871117804,0.009404534500038836,308.3066678695156,2.378049159056187,648.0058465589508
0.45,0.2,0.35,0.45,0.067,0.067,0.067,0.175,0.175,12.896016666666666,2.6322281411581754,219.0028166666667,83.76054333333335,0.30731492389634685,0.008996397453370468,303.3059587835889,2.352227303514731,635.3722325397913
0.45,0.25,0.3,0.45,0.083,0.083,0.083,0.15,0.15,12.758133333333335,2.6228133053075777,222.2897833333333,85.07254166666667,0.30647197661211667,0.00845152266297488,294.75692075656804,2.3119441200442528,614.1683799767195
0.45,0.3,0.25,0.45,0.1,0.1,0.1,0.125,0.125,12.620250000000002,2.6133303889270696,225.57675,86.38454,0.30565463449825625,0.007761189852578152,282.09481978404375,2.2544832497231244,583.124822881092
0.45,0.35,0.2,0.45,0.117,0.117,0.117,0.1,0.1,12.482366666666667,2.6037781477445834,228.86371666666668,87.69653833333335,0.3048617483438105,0.006916104095219816,264.57637710481475,2.1758411226466983,540.6198684336148
0.45,0.4,0.15,0.45,0.133,0.133,0.133,0.075,0.075,12.344483333333335,2.5941553006986786,232.15068333333332,89.00853666666667,0.3040922366959482,0.005906353027368982,241.16999980944118,2.069730866817635,484.4825411033868
0.45,0.45,0.1,0.45,0.15,0.15,0.15,0.05,0.05,12.2066,2.5844605284260904,235.43765,90.320535,0.3033450809386813,0.004721360430353614,210.3245980129164,1.9252914607360812,411.5945095513391
0.45,0.5,0.05,0.45,0.167,0.167,0.167,0.025,0.025,12.068716666666667,2.574692471669248,238.7246166666667,91.63253333333334,0.30261932079436127,0.0033498358293011943,169.38126219440744,1.7206086725285368,316.932438420193
0.45,0.55,0.0,0.45,0.183,0.183,0.183,0.0,0.0,11.930833333333334,2.5648497295985555,242.0115833333333,92.94453166666666,0.30191405020618123,0.0017797197219042897,112.46722799559808,1.3959156715199883,190.43582445874284
0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.25,0.25,13.370500000000003,2.6641226532218,217.9445,83.2405,0.3091253656573423,0.00925895213273019,308.90272745736473,2.4535185548437783,655.3597791143163
0.5,0.05,0.45,0.5,0.017,0.017,0.017,0.225,0.225,13.232616666666669,2.6549330661569184,221.23146666666668,84.55249833333335,0.3082491412288053,0.00913830440930011,310.2375606215114,2.452559934121593,658.1158673450743
0.5,0.1,0.4,0.5,0.033,0.033,0.033,0.2,0.2,13.094733333333334,2.6456794185495136,224.51843333333332,85.86449666666667,0.30739969399071354,0.008899621117502808,308.76786168692666,2.439961674815785,654.0013508474723
0.5,0.15,0.35,0.5,0.05,0.05,0.05,0.175,0.175,12.95685,2.6363605821745586,227.8054,87.176495,0.3065758149602138,0.008535407515826607,304.13490639171846,2.4143251243473807,642.163972628241
0.5,0.2,0.3,0.5,0.067,0.067,0.067,0.15,0.15,12.818966666666666,2.6269753966748604,231.0923666666667,88.48849333333334,0.305776366855683,0.008037684349582097,295.8942291185312,2.3737126971463116,621.5719087201549
0.5,0.25,0.25,0.5,0.083,0.083,0.083,0.125,0.125,12.681083333333335,2.617522668289153,234.3793333333333,89.80049166666667,0.3050002788589037,0.007397952604022016,283.48117642645474,2.315374861380269,590.9472206764876
0.5,0.3,0.2,0.5,0.1,0.1,0.1,0.1,0.1,12.543200000000002,2.60800116851541,237.6663,91.11249,0.3042465418297755,0.006607155338857266,266.152083862123,2.2352480625455753,548.6553666639632
0.5,0.35,0.15,0.5,0.117,0.117,0.117,0.075,0.075,12.405316666666668,2.59840963270533,240.95326666666668,92.42448833333334,0.3035142039286016,0.005655636330371578,242.87485848671912,2.1269444595485507,492.5062758705368
0.5,0.4,0.1,0.5,0.133,0.133,0.133,0.05,0.05,12.267433333333335,2.588746758585645,244.24023333333332,93.73648666666668,0.30280236660601667,0.0045330952184703625,212.0989875834046,1.9794330939076201,419.35271143045316
0.5,0.45,0.05,0.5,0.15,0.15,0.15,0.025,0.025,12.12955,2.579011204701563,247.5272,95.048485,0.30211018092502995,0.003228538823738687,171.17232648222884,1.7705066081159189,324.125462396505
0.5,0.5,0.0,0.5,0.167,0.167,0.167,0.0,0.0,11.991666666666669,2.569201588777326,250.8141666666667,96.36048333333335,0.3014368441835338,0.0017302282634888892,114.26879557814516,1.4399796162535512,196.6888489019591
0.55,0.0,0.45,0.55,0.0,0.0,0.0,0.225,0.225,13.293450000000004,2.6589952902179204,230.03405,87.96845000000002,0.30748040916942365,0.00858111095913442,308.8137555203787,2.507338570872704,659.3330221845914
0.55,0.05,0.4,0.55,0.017,0.017,0.017,0.2,0.2,13.15556666666667,2.649770042972245,233.32101666666668,89.28044833333334,0.30667475926840204,0.00838224035874325,307.8271633372492,2.4957707922901022,656.3474863771138
0.55,0.1,0.35,0.55,0.033,0.033,0.033,0.175,0.175,13.017683333333336,2.6404801086132963,236.60798333333332,90.59244666666669,0.3058924448962519,0.00806078343031602,303.61334599565953,2.4706066896822168,645.4532628033578
0.55,0.15,0.3,0.55,0.05,0.05,0.05,0.15,0.15,12.879800000000001,2.6311243411135012,239.89495,91.90444500000001,0.3051324666614328,0.007608960766978909,295.7286226564949,2.429895208907543,625.614162043144
0.55,0.2,0.25,0.55,0.067,0.067,0.067,0.125,0.125,12.741916666666667,2.6217015616101262,243.1819166666667,93.21644333333334,0.3043938814371556,0.007018488112572165,283.608060758446,2.3708484652900617,595.5438106329084
0.55,0.25,0.2,0.55,0.083,0.083,0.083,0.1,0.1,12.604033333333335,2.6122105570976553,246.4688833333333,94.52844166666668,0.30367579845677795,0.006280539451021768,266.50649546050556,2.28932883425468,553.5937334583492
0.55,0.3,0.15,0.55,0.1,0.1,0.1,0.075,0.075,12.466150000000003,2.602650079053157,249.75585,95.84044000000002,0.3029773757299108,0.005385707022421981,243.3887303821116,2.178815554986435,497.5515234779223
0.55,0.35,0.1,0.55,0.117,0.117,0.117,0.05,0.05,12.328266666666668,2.593018841990438,253.04281666666668,97.15243833333335,0.3022978167489123,0.004323957975839253,212.69870150164127,2.028031883415681,424.232806160821
0.55,0.4,0.05,0.55,0.133,0.133,0.133,0.025,0.025,12.190383333333335,2.583315521938435,256.3297833333333,98.46443666666669,0.30163636745869393,0.0030845873380892647,171.77424304621184,1.8142601909314091,328.4997009236194
0.55,0.45,0.0,0.55,0.15,0.15,0.15,0.0,0.0,12.052500000000002,2.5735387548389896,259.61675,99.77643500000002,0.3009923134655992,0.0016561669433420132,114.76891595187094,1.4759333904191434,200.05510676217833
0.6,0.0,0.4,0.6,0.0,0.0,0.0,0.2,0.2,13.2164,2.6538480763081087,242.1236,92.6964,0.30600325363228786,0.007852799929141433,305.3970510887833,2.5447229974589214,654.8115739377013
0.6,0.05,0.35,0.6,0.017,0.017,0.017,0.175,0.175,13.078516666666665,2.6445868209044443,245.41056666666668,94.00839833333333,0.30525873761030486,0.007572964661047585,301.65589108014154,2.5203520542713993,645.0118885066247
0.6,0.1,0.3,0.6,0.033,0.033,0.033,0.15,0.15,12.940633333333338,2.635260241953212,248.69753333333333,95.32039666666667,0.304534716756494,0.007165825650610195,294.17567826557587,2.4797923782844338,626.0686759394424
0.6,0.15,0.25,0.6,0.05,0.05,0.05,0.125,0.125,12.80275,2.625867175235729,251.9845,96.632395,0.3038303562692408,0.006623307115724408,282.3907914105153,2.420211882688495,596.6870121281448
0.6,0.2,0.2,0.6,0.067,0.067,0.067,0.1,0.1,12.664866666666668,2.616406422975472,255.2714666666667,97.94439333333332,0.3031448660767313,0.005936807141643753,265.5532672377618,2.3373821527065823,555.202948329854
0.6,0.25,0.15,0.6,0.083,0.083,0.083,0.075,0.075,12.526983333333336,2.6068767524934993,258.5584333333333,99.25639166666667,0.3024774978806988,0.005097159019283948,242.6217867509719,2.2246112350623823,499.3775137265362
0.6,0.3,0.1,0.6,0.1,0.1,0.1,0.05,0.05,12.389100000000003,2.5972768947945726,261.8454,100.56839,0.3018275424315733,0.004094589346474866,212.02768590783467,2.0702856921595254,425.9788341751782
0.6,0.35,0.05,0.6,0.117,0.117,0.117,0.025,0.025,12.251216666666666,2.587605543079548,265.1323666666667,101.88038833333333,0.30119432701416393,0.002918672584925351,171.0796473755496,1.8509179893329468,329.77226217877404
0.6,0.4,0.0,0.6,0.133,0.133,0.133,0.0,0.0,12.113333333333335,2.577861351179346,268.4193333333333,103.19238666666668,0.30057721312515406,0.0015582817328787016,113.83521825846101,1.502412906884001,200.19416914246034
0.65,0.0,0.35,0.65,0.0,0.0,0.0,0.175,0.175,13.139350000000002,2.6486808182342694,254.21315,97.42435000000002,0.3046694691830121,0.007072377939725788,298.16725113936803,2.5627196406293944,640.5899042202047
0.65,0.05,0.3,0.65,0.017,0.017,0.017,0.15,0.15,13.001466666666667,2.639383201230387,257.5001166666667,98.73634833333334,0.30397832719794216,0.006708738955232951,291.1416376140203,2.522589156285274,622.6886041176282
0.65,0.1,0.25,0.65,0.033,0.033,0.033,0.125,0.125,12.863583333333336,2.630019614166325,260.7870833333333,100.04834666666669,0.30330531199182875,0.006212905428954496,279.7356494256604,2.4626592115252,594.1296636363396
0.65,0.15,0.2,0.65,0.05,0.05,0.05,0.1,0.1,12.725700000000002,2.6205888742328756,264.07405,101.36034500000001,0.3026497196709421,0.005576492954994123,263.19699672452,2.378590457967621,553.2315935193313
0.65,0.2,0.15,0.65,0.067,0.067,0.067,0.075,0.075,12.587816666666667,2.611089764319933,267.36101666666667,102.67234333333334,0.30201088232037043,0.004790568714956908,240.47466229710642,2.2634728769103942,497.7234161573537
0.65,0.25,0.1,0.65,0.083,0.083,0.083,0.05,0.05,12.449933333333336,2.6015210316337067,270.6479833333333,103.9843416666667,0.30138816573424765,0.0038456109727793494,209.97902527186977,2.1052440261602094,424.3126410073493
0.65,0.3,0.05,0.65,0.1,0.1,0.1,0.025,0.025,12.312050000000001,2.5918813862422083,273.93495,105.29634000000001,0.30078096731567294,0.0027314651590807136,168.96683896843123,1.879322160553117,327.6324501103595
0.65,0.35,0.0,0.65,0.117,0.117,0.117,0.0,0.0,12.174166666666666,2.58216949954442,277.2219166666667,106.60833833333335,0.3001887141316948,0.0014372962194245617,111.30785480969716,1.5176136473614346,196.71834016923756
0.7,0.0,0.3,0.7,0.0,0.0,0.0,0.15,0.15,13.0623,2.6434933197102652,266.3027,102.1523,0.3034591487416338,0.006238147289712566,286.5208245176276,2.5573213920638658,615.2010048478343
0.7,0.05,0.25,0.7,0.017,0.017,0.017,0.125,0.125,12.924416666666666,2.6341589820801916,269.5896666666667,103.46429833333333,0.3028149371782496,0.005787764420120404,275.53734616929097,2.4972379803792393,587.5994467016909
0.7,0.1,0.2,0.7,0.033,0.033,0.033,0.1,0.1,12.786533333333335,2.62475801757825,272.8766333333333,104.77629666666667,0.30218685912071264,0.005200115787648944,259.33061489644257,2.4119856458762827,547.4031607154633
0.7,0.15,0.15,0.7,0.05,0.05,0.05,0.075,0.075,12.64865,2.6152892243940586,276.1636,106.088295,0.3015743159978206,0.004466495547596342,236.83558014404434,2.294377477779564,492.3021608012385
0.7,0.2,0.1,0.7,0.067,0.067,0.067,0.05,0.05,12.510766666666667,2.605751365652213,279.4505666666667,107.40029333333332,0.300976738486872,0.0035776261143015305,206.4314310525218,2.131758760944648,418.9265195999185
0.7,0.25,0.05,0.7,0.083,0.083,0.083,0.025,0.025,12.372883333333332,2.5961431679899634,282.7375333333333,108.71229166666667,0.30039358474873445,0.0025236157146818214,165.29461159447774,1.898030024922295,321.73141891801856
0.7,0.3,0.0,0.7,0.1,0.1,0.1,0.0,0.0,12.235000000000001,2.5864633200606355,286.0245,110.02429,0.29982433878918924,0.0012939123475715322,106.98721165301875,1.5190696337816674,189.17069783864275
0.75,0.0,0.25,0.75,0.0,0.0,0.0,0.125,0.125,12.985250000000002,2.638285381356307,278.39225,106.88025000000002,0.3023559076630151,0.005348351467082276,269.67558011856227,2.5228030272386577,576.7914192643071
0.75,0.05,0.2,0.75,0.017,0.017,0.017,0.1,0.1,12.847366666666668,2.6289139583683037,281.67921666666666,108.19224833333334,0.3017532263440499,0.004808179387966103,253.83182418985413,2.436400692976287,537.4084015843786
0.75,0.1,0.15,0.75,0.033,0.033,0.033,0.075,0.075,12.709483333333337,2.619475241170717,284.96618333333333,109.50424666666669,0.3011649867825519,0.004125482545049626,231.57638179493995,2.3160823431690494,482.79205442711105
0.75,0.15,0.1,0.75,0.05,0.05,0.05,0.05,0.05,12.5716,2.6099680085297265,288.25315,110.81624500000001,0.3005906760331032,0.003291220244001156,201.24427535415606,2.148411773504827,409.4730193240288
0.75,0.2,0.05,0.75,0.067,0.067,0.067,0.025,0.025,12.433716666666667,2.600391003360571,291.5401166666667,112.12824333333334,0.3000298051579213,0.002295755617333145,159.8945473482428,1.9051921768850804,311.667192280022
0.75,0.25,0.0,0.75,0.083,0.083,0.083,0.0,0.0,12.295833333333334,2.5907429312642947,294.8270833333333,113.4402416666667,0.299481907838554,0.0011288111330656396,100.61259657210297,1.5032499730273978,176.98906432181036
0.8,0.0,0.2,0.8,0.0,0.0,0.0,0.1,0.1,12.908200000000004,2.6330568006315027,290.4818,111.60820000000001,0.301346137649384,0.004401172837807627,246.55808833656886,2.4503992540369457,522.894740873897
0.8,0.05,0.15,0.8,0.017,0.017,0.017,0.075,0.075,12.770316666666666,2.6236479217226356,293.7687666666667,112.92019833333335,0.3007804228233806,0.0037680568508243733,224.5468653647079,2.327043318939649,468.82503461831715
0.8,0.1,0.1,0.8,0.033,0.033,0.033,0.05,0.05,12.632433333333335,2.614171070507089,297.0557333333333,114.23219666666668,0.30022770287851386,0.0029869616229285306,194.25030054500505,2.1534044967071653,395.5502968485218
0.8,0.15,0.05,0.8,0.05,0.05,0.05,0.025,0.025,12.49455,2.604625005893323,300.3427,115.54419500000002,0.2996875351461834,0.00204849757247199,152.5589695868095,1.8983533152808485,296.9619007532749
0.8,0.2,0.0,0.8,0.067,0.067,0.067,0.0,0.0,12.356666666666667,2.5950084501303814,303.6296666666667,116.85619333333334,0.2991594968379654,0.0009426533503606327,91.8221169523188,1.4647527973238632,159.44171375905674
0.85,0.0,0.15,0.85,0.0,0.0,0.0,0.075,0.075,12.831150000000003,2.627807371764535,302.57135,116.33615000000002,0.3004184425907164,0.0033947302312698244,215.56640215944574,2.3252890641868604,449.9695961081323
0.85,0.05,0.1,0.85,0.017,0.017,0.017,0.05,0.05,12.693266666666664,2.6183606604117147,305.8583166666666,117.64814833333334,0.2998858078075146,0.0026654018541891057,185.24443531287613,2.1443813641078324,376.68013170157883
0.85,0.1,0.05,0.85,0.033,0.033,0.033,0.025,0.025,12.555383333333335,2.6088452876557566,309.1452833333334,118.96014666666669,0.2993649217648353,0.0017824362308621856,143.02096037158535,1.8741055816063497,277.0251426597625
0.85,0.15,0.0,0.85,0.05,0.05,0.05,0.0,0.0,12.4175,2.599259992100691,312.43225,120.27214500000001,0.29885539997644495,0.0007360801949196443,80.06743990504077,1.394466723180356,135.49889265604367
0.9,0.0,0.1,0.9,0.0,0.0,0.0,0.05,0.05,12.754100000000001,2.6225368856823916,314.6609,121.06410000000001,0.2995632065988181,0.002327076417023872,173.96568798536458,2.118130885635887,352.2731763991962
0.9,0.05,0.05,0.9,0.017,0.017,0.017,0.025,0.025,12.616216666666665,2.613051959269758,317.94786666666664,122.37609833333335,0.29906031895471274,0.0014981487721527347,130.9185866855859,1.8274334960501264,251.0905703094709
0.9,0.1,0.0,0.9,0.033,0.033,0.033,0.0,0.0,12.478333333333335,2.6034976711113353,321.23483333333337,123.68809666666668,0.29856809988371547,0.0005097139212977811,64.39533040265282,1.2744159866456737,103.52921064289183
0.95,0.0,0.05,0.95,0.0,0.0,0.0,0.025,0.025,12.67705,2.6172451299370776,326.75045,125.79205000000002,0.29877225945518804,0.0011961954673858205,115.72389263507583,1.750329467095292,218.09501325913237
0.95,0.05,0.0,0.95,0.017,0.017,0.017,0.0,0.0,12.539166666666665,2.6077215996196075,330.0374166666666,127.10404833333334,0.2982962423082536,0.0002641584579919877,42.661119145489224,1.056642258444799,60.342528609454234
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.600000000000001,2.6119318886302496,338.84,130.52,0.29803861477168225,0.0,0.0,0.0,nan
